_key,SpaceBud #,Type,Type Color,Emotion,Background,Background_Color,Belt,Belt_Pipe,Belt_Pipe_Color,chestplate ,Chestplate_Color,Covered_Helmet,Covered_Helmet_Color,Gloves,Gloves_Color,Suit,Star_Suit,Camo_Suit,Suit_Color,Watch,Wool_Boots,Special_Background,Amulet,Amulet_Position,Virtual_Reality,Eye_Patch,Ski_Goggles,Snorkel,X-Ray,Sword,Sword_Color,Sun_Glasses,Revolver,Jetpack,Backpack,Pistol,Pistol_Color,Umbrella,Umbrella_Color,Flag,Cardano_Coin,Cardano_Coin_Color,Flowers,Axe,Harpoon,Harpoon_Color,Hockey_Stick,Bazooka,Anchor,Arc,Wine,Jo-Jo,Blaster,Lamp_Fish,Baguette,Candle,Binoculars,SPO,gadget_count,left_hand,right_hand,both_hands,easter_egg
7956,spacebud #7956,parrot,black,classic,background,cyan,belt,none,none,chestplate ,green,none,n/a,gloves,black,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7957,spacebud #7957,alien,green,amazed,background,purple,belt,none,none,chestplate ,yellow,none,n/a,gloves,red,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7958,spacebud #7958,dog,red,joking,background,cyan,belt,none,black,none,none,none,n/a,gloves,pink,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,flag,none,none,n/a
7959,spacebud #7959,cat,gray,joking,background,dark,belt,pipe,black,chestplate ,yellow,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none,n/a
7960,spacebud #7960,bear,brown,greedy,background,blue,belt,none,purple,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,greedy
7961,spacebud #7961,alien,purple,happy,background,purple,belt,pipe,red,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7962,spacebud #7962,cat,yellow,angry,background,blue,belt,pipe,light,chestplate ,green,covered helmet,classic,gloves,pink,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7963,spacebud #7963,arcane,red,classic,background,purple,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,purple,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7964,spacebud #7964,dog,blue,happy,background,purple,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,purple,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,6,baguette,revolver,none,n/a
7965,spacebud #7965,ape,purple,angry,background,cyan,none,none,none,chestplate ,blue,covered helmet,n/a,gloves,purple,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,3,wine,none,none,n/a
7966,spacebud #7966,frog,purple,classic,background,cyan,belt,none,none,chestplate ,yellow,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,revolver,none,n/a
7967,spacebud #7967,dog,white,happy,background,blue,none,none,none,chestplate ,yellow,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7968,spacebud #7968,dog,black,serious,background,cyan,belt,none,purple,none,none,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,axe,none,n/a,none,none,none,none,none,none,none,none,baguette,none,none,none,4,baguette,axe,none,n/a
7969,spacebud #7969,tiger,blue,angry,background,green,belt,none,light,none,none,covered helmet,n/a,gloves,pink,star,star suit,none,black,none,none,none,amulet,left hand,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,amulet,none,none,n/a
7970,spacebud #7970,dog,black,angry,background,cyan,belt,pipe,purple,chestplate ,red,covered helmet,classic,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7971,spacebud #7971,dog,light,joking,special background,purple fade,belt,none,none,chestplate ,blue,none,n/a,gloves,light,star,star suit,none,yellow,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7972,spacebud #7972,tiger,blue,sad,background,dark,belt,pipe,light,none,none,none,n/a,gloves,light,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7973,spacebud #7973,robot,yellow,angry,background,green,belt,none,none,chestplate ,green,none,n/a,gloves,purple,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,bazooka,none,none,none,none,none,none,none,none,none,none,3,none,none,bazooka,n/a
7974,spacebud #7974,cat,black,happy,background,cyan,belt,none,cyan,none,none,none,n/a,gloves,light,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7975,spacebud #7975,dog,blue,angry,background,purple,belt,none,none,chestplate ,red,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7976,spacebud #7976,wolf,classic,classic,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,blue,camo,none,camo suit,green,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7977,spacebud #7977,dog,white,joking,background,purple,belt,pipe,blue,chestplate ,purple,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7978,spacebud #7978,cat,red,angry,background,blue,belt,none,none,chestplate ,red,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7979,spacebud #7979,dog,light,serious,background,dark,belt,pipe,green,none,none,none,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7980,spacebud #7980,dino,pink,classic,background,dark,belt,none,none,chestplate ,yellow,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7981,spacebud #7981,lion,pink,joking,background,blue,belt,none,none,chestplate ,red,covered helmet,classic,gloves,red,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,x-ray,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,6,none,none,anchor,n/a
7982,spacebud #7982,frog,black,classic,background,purple,belt,none,pink,none,none,none,n/a,gloves,pink,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7983,spacebud #7983,robot,pink,happy,background,dark,belt,none,green,none,none,covered helmet,n/a,gloves,light,camo,none,camo suit,green,none,wool boots,none,none,n/a,none,eye patch,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
7984,spacebud #7984,alien,yellow,angry,background,blue,belt,pipe,light,chestplate ,blue,none,n/a,gloves,green,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,blaster,none,none,none,none,none,5,blaster,revolver,none,n/a
7985,spacebud #7985,bear,panda,happy,background,blue,belt,pipe,light,chestplate ,purple,none,n/a,gloves,green,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7986,spacebud #7986,tiger,blue,angry,background,cyan,belt,pipe,cyan,chestplate ,orange,covered helmet,classic,gloves,light,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none,n/a
7987,spacebud #7987,ape,orange,shocked,background,purple,belt,pipe,black,chestplate ,red,covered helmet,classic,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7988,spacebud #7988,shark,blue,classic,background,dark,none,none,none,chestplate ,orange,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7989,spacebud #7989,bear,white,angry,background,green,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,black,none,cardano,pink,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,pink cardano coin,black umbrella,none,n/a
7990,spacebud #7990,robot,black,laughing,background,blue,belt,pipe,red,chestplate ,yellow,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7991,spacebud #7991,lion,blue,angry,background,blue,none,none,none,none,none,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,1,none,none,none,n/a
7992,spacebud #7992,arcane,blue,classic,background,blue,belt,pipe,red,chestplate ,yellow,none,n/a,gloves,green,star,star suit,none,red,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none,starcane
7993,spacebud #7993,ape,blue,shocked,background,green,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,blue,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
7994,spacebud #7994,ape,brown,angry,background,dark,belt,none,none,chestplate ,green,none,n/a,gloves,light,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7995,spacebud #7995,dog,red,angry,background,purple,belt,pipe,green,none,none,covered helmet,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
7996,spacebud #7996,dog,pink,happy,background,green,belt,none,blue,none,none,covered helmet,pink,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7997,spacebud #7997,arcane,blue,classic,special background,blue star gradient,belt,pipe,green,chestplate ,purple,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,special background,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,umbrella,purple,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,6,wine,purple umbrella,none,n/a
7998,spacebud #7998,alien,red,happy,background,blue,belt,pipe,blue,chestplate ,green,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,snorkel,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
7999,spacebud #7999,bear,red,angry,background,blue,belt,none,none,chestplate ,blue,none,n/a,gloves,red,star,star suit,none,yellow,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none,n/a
8000,spacebud #8000,alien,red,amazed,background,green,belt,none,none,none,none,none,n/a,gloves,red,classic,none,none,classic,none,none,none,amulet,neck,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8001,spacebud #8001,frog,black,classic,background,cyan,belt,pipe,cyan,chestplate ,orange,none,n/a,gloves,red,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,revolver,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,revolver,none,n/a
8002,spacebud #8002,bear,panda,joking,background,dark,belt,pipe,cyan,none,none,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,blaster,none,none,none,none,none,2,blaster,none,none,n/a
8003,spacebud #8003,bear,brown,happy,background,cyan,none,none,none,chestplate ,green,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,pistol,pink,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,pink pistol,none,none,n/a
8004,spacebud #8004,ape,black,shocked,background,purple,belt,none,pink,none,none,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,3,none,hockey stick,none,n/a
8005,spacebud #8005,bear,red,angry,background,green,belt,none,none,chestplate ,blue,none,n/a,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,4,wine,none,none,n/a
8006,spacebud #8006,robot,black,angry,background,cyan,belt,pipe,red,chestplate ,red,covered helmet,classic,gloves,black,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,ski goggles,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,harpoon,n/a,none,none,none,none,none,none,none,none,none,none,none,none,6,yellow harpoon,none,none,n/a
8007,spacebud #8007,dog,light,serious,background,green,belt,pipe,light,chestplate ,yellow,covered helmet,classic,gloves,black,classic,none,none,pink,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8008,spacebud #8008,alien,green,joking,background,blue,belt,pipe,cyan,none,none,covered helmet,n/a,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,vr,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,4,none,none,anchor,n/a
8009,spacebud #8009,ape,black,angry,background,blue,belt,none,none,chestplate ,purple,covered helmet,classic,gloves,blue,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,lamp fish,none,none,none,none,4,none,none,none,n/a
8010,spacebud #8010,robot,white,angry,background,cyan,belt,pipe,red,chestplate ,red,covered helmet,classic,gloves,light,camo,none,camo suit,red,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8011,spacebud #8011,ape,blue,superior,background,cyan,belt,none,none,chestplate ,green,none,n/a,gloves,pink,camo,none,camo suit,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,cardano,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,classic gold cardano coin,none,none,n/a
8012,spacebud #8012,elephant,classic,classic,background,cyan,belt,none,none,chestplate ,purple,none,n/a,gloves,red,camo,none,camo suit,brown,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8013,spacebud #8013,dog,light,joking,background,purple,belt,pipe,purple,none,none,covered helmet,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8014,spacebud #8014,elephant,classic,classic,background,blue,belt,pipe,cyan,chestplate ,red,none,n/a,gloves,pink,camo,none,camo suit,brown,watch,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8015,spacebud #8015,cat,blue,sad,background,purple,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8016,spacebud #8016,frog,purple,classic,background,dark,belt,none,pink,none,none,covered helmet,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8017,spacebud #8017,parrot,black,classic,background,purple,belt,pipe,green,chestplate ,red,covered helmet,classic,gloves,black,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8018,spacebud #8018,robot,black,angry,background,cyan,belt,pipe,blue,none,none,none,n/a,gloves,pink,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,pistol,classic,none,n/a,none,none,classic,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,classic blue pistol,classic sword,none,n/a
8019,spacebud #8019,robot,pink,angry,background,purple,belt,none,none,chestplate ,green,covered helmet,classic,gloves,purple,star,star suit,none,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8020,spacebud #8020,parrot,red,classic,background,cyan,belt,none,none,chestplate ,red,none,n/a,gloves,pink,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,candle,none,none,5,candle,none,none,n/a
8021,spacebud #8021,bear,panda,joking,background,purple,belt,pipe,purple,chestplate ,orange,none,n/a,gloves,light,star,star suit,none,black,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,flag,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,flag,none,n/a
8022,spacebud #8022,arcane,red,classic,background,dark,belt,none,none,chestplate ,blue,covered helmet,classic,gloves,red,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,wine,none,none,none,none,none,none,none,5,wine,none,none,starcane
8023,spacebud #8023,frog,orange,classic,background,cyan,belt,pipe,green,chestplate ,yellow,covered helmet,classic,gloves,black,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8024,spacebud #8024,alien,purple,joking,background,dark,belt,none,none,chestplate ,blue,none,n/a,gloves,black,classic,none,none,classic,none,none,none,amulet,neck,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8025,spacebud #8025,robot,white,angry,background,cyan,belt,none,cyan,none,none,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,2,none,none,none,n/a
8026,spacebud #8026,arcane,purple,classic,background,green,belt,none,none,chestplate ,orange,none,n/a,gloves,red,classic,none,none,classic,watch,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,classic sword,none,n/a
8027,spacebud #8027,lion,brown,joking,background,blue,belt,none,none,chestplate ,yellow,covered helmet,classic,gloves,green,star,star suit,none,green,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,flowers,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,flowers,none,none,n/a
8028,spacebud #8028,bear,black,angry,background,cyan,belt,none,purple,none,none,none,n/a,gloves,red,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,sword,classic,none,none,none,backpack,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,classic sword,none,n/a
8029,spacebud #8029,dog,pink,happy,background,dark,belt,pipe,light,chestplate ,blue,covered helmet,classic,gloves,red,camo,none,camo suit,blue,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,jetpack,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,5,none,none,none,n/a
8030,spacebud #8030,bear,brown,angry,background,blue,belt,pipe,cyan,chestplate ,yellow,covered helmet,classic,gloves,red,star,star suit,none,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,hockey stick,none,none,none,none,none,none,none,none,none,none,none,5,none,hockey stick,none,n/a
8031,spacebud #8031,cat,blue,joking,background,blue,belt,none,none,chestplate ,green,covered helmet,classic,gloves,pink,classic,none,none,classic,none,wool boots,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
8032,spacebud #8032,fish,classic,classic,background,dark,belt,none,none,chestplate ,purple,none,n/a,gloves,green,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,anchor,none,none,none,none,none,none,none,none,none,3,none,none,anchor,n/a
8033,spacebud #8033,dog,black,joking,background,dark,belt,pipe,black,none,none,covered helmet,n/a,gloves,light,classic,none,none,classic,none,none,none,none,n/a,none,none,none,none,none,none,n/a,sun glasses,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,3,none,none,none,n/a
8034,spacebud #8034,dog,blue,joking,background,green,belt,pipe,black,chestplate ,orange,covered helmet,classic,gloves,blue,camo,none,camo suit,light,none,none,none,none,n/a,none,none,none,none,none,none,n/a,none,none,none,none,none,n/a,none,n/a,none,none,n/a,none,none,none,n/a,none,none,none,none,none,none,none,none,none,none,none,none,4,none,none,none,n/a
